review,rating
Super I love one plus. . super quality.. just reached now ..,5
Excellent. I love this earphone,5
Bluetooth link breaks very frequently.  Company need to address this issue.,2
"Good Product but redmi note 7pro, dis mbl not supporting while calling ( my voice not hearing to oppo one) what is d prblm",4
"Iam very upset about connectivity. It literally takes time to connect not always but some times, and some time it automatically disconnects the media audio or the phone audio to solve that problem you close the app which you are using and then reconnect  it that very annoying. Everything else is good but there are some connection problems",3
Best headphone. 👍👍👍Sound and battery backup is great.,5
Superb sound quality and build quality battery life really mind-blowing 👌🏻Under 2000 this product is one of the best product.,5
The bass and the sound is absolutely Fabulous 😊.,5
Connection is not good in this Bluetooth.Some time sound not come while bluetooth is connect...I don't like your this product...Connection issue each day.,1
Very nice earphone only one problem bass batteri back very best and no problem thank for oneplus,4
Excellent product,5
Mind blowing earphone one of the best in range of under 2000....You should buy with closed eye no problem..All performance are best in under 2000Powerful battery backup 15 hours non stop music,5
Good and very flexible,5
Very good product this price range,5
Suparb,5
Don't buy in Flipkart hated it,1
Sound not come even though it's connected to my laptop.some times,1
Plzz dont buy this after 1 month of use voice dissconnect problm,1
"I don't know whether my product is faulty. I am fed up of connecting it everytime whenever I put them together, so much so that I don't take them out of my ears. The worst they perform is when using YouTube, I can never hear any audio even when it is showing connected on notification bar. This is just so frustrating, even when I call, it may show that it is connected but again I have to use phone speaker, I thought it will go well with my one plus 6t phone. Previously I have used boats 255. T...",1
Amezing ..I am so happy..😊 becouse . OnePlus bullet wireless z bass addition it was vry good quality ... 👌👍,1
I got 2 pair of rubber with this also . Packing is awesome 👌. The battery 🔋 life is so long .I charge this neckband for 10 minutes to full charge and use this around 10 hours and the battery loses only 60 % . 40 % battery 🔋 remaining after 10 hours use .      Best product,5
Veralevel quality,5
1day used review really good quality of build up and good quality of sound.,5
While watching online videos in you tube and listening to songs a weird sound like connection problem happens .,3
I used this item 4 months starting gud but suddenly right side speaker not working left side low voice,2
Oowwwsome sounds. Crisp clear.,5
Nice bass is awesome,5
Connectivity problam sometimes its connect and there is no sound in earphone,2
Excellent quality and sound,5
Very good,4
Osam product,5
Super bass headphones one place five stars super headphones,5
"This was my first wireless headphones.I had lot of expectations,but i got frustrated.500rs earphones gives the same quality.i didnt notice any quality difference with 500 rs and 1999rs headphone.Wont recommend for music lovers.i am still using it only bcoz its wireless .Bass is little less .I snubbed realme and went for this one .But i regret now.I dont think its good at this price range.",4
Awesome sound Dope bass 👌👌,5
"I am disappointed with this earphone.I had bought it,10-12 days ago,in the beginning it was fine but the problem started its goes out of functions for 2-3 sec frequently when I was listening to music.and There is a noise in the other side during calling",1
Super product Awesome sound qualityVery nice bass 😍🤩,5
Besr earphone in this range with heavy bass..If u are a music lover then must go for it without any doubt.,5
It's good quality,5
Bass not,2
"Awesome product, best value for money",5
Very nice sound qualityBut sometimes it connects and disconnects in phones other than OnePlusIf u want to buy earphones under 2000 then blindly go for it,4
Awesome quality,5
Bass is 10/10Surround is 10/10Design is 10/10Build is 9.7/10Vocal is 10/10Connectivity is 10/10Battery and charging 10/10Value for money is 11/10Just what would u xpect from oneplus.Good as always.Overall  I am more than satisfied 😌 ......what else will one want.,5
Connection problem,1
Top class product But some times disconnect automatically and connect within 1 sec automatically Dont know why But they are good and battery is also super i was confused in boat and realme but oneplus very good Dont waste money on other low quality brand buy oneplus 👍,5
Poor connectivity and battery proformnce is also low max 10 hrs,1
It is waste of money . If you want to take calls using bullet don't waste your money. This is the worst product of OnePlus they dont even have return option.,1
One sided  not working working properly,1
If you are looking for noise cancellation please avoid this Bluetooth headset,2
It's automatically disconnect voice after long hear,2
Best quality..,5
It is OK but little bit other noise coming from hear phone some distrab..... That sound was how to came tik.... Tik.... Tik..more than distrab to this headphone I'm using only 15 days please don't buy this product....,2
